height_inches,height_cm,plays,birth_date,birthplace,player_id,full_name,best_rank,first_appearance,last_appearance,represented_country
,,Right-Handed,May 19 1991,"Brandys nad Labem, Czech Republic",315102.0,Martina Borecka,310.0,2008-11-03 00:00:00,2016-07-18,CZE
"5' 10""",1.78m,Right-Handed,May 02 1992,"Villena, Spain",314776.0,María-Teresa Torró-Flor,47.0,2008-11-03 00:00:00,2018-10-15,ESP
"5' 8""",1.72m,Right-Handed,Mar 15 1990,"Coto de Caza, CA, USA",314275.0,Mccall Jones,1011.0,2008-11-03 00:00:00,2008-11-03,USA
,,,,,314104.0,Veronika Domagala,917.0,2008-11-03 00:00:00,2011-12-19,POL
,,Right-Handed,Jun 06 1990,"Bangkok, Thailand",314447.0,Sophia Mulsap,837.0,2008-11-03 00:00:00,2008-11-03,THA
"5' 8""",1.72m,Right-Handed,Jul 5 1988,"Arlon, Belgium",313424.0,Sophie Cornerotte,838.0,2008-11-03 00:00:00,2008-11-03,BEL
,,Right-Handed,Feb 7 1988,"Dnipro, Ukraine",312472.0,Oksana Khomyk,841.0,2008-11-03 00:00:00,2008-11-03,UKR
"5' 5""",1.65m,Right-Handed,Jun 18 1992,"Saint Petersburg, Russia",316197.0,Renata Bakieva,641.0,2008-11-03 00:00:00,2010-01-25,RUS
,,,,,313748.0,Yoon-Young Jeong,585.0,2008-11-03 00:00:00,2011-02-21,KOR
,,Right-Handed,May 19 1992,"Aoste, Italy",314981.0,Martina Caregaro,254.0,2008-11-03 00:00:00,2024-02-26,ITA
,,Right-Handed,Jul 23 1991,"Moguilev, Belarus",313751.0,Viktoria Yemialyanava,536.0,2008-11-03 00:00:00,2011-03-14,BLR
,,,,,316401.0,Valentina Stephan,709.0,2008-11-03 00:00:00,2009-08-24,GER
"5' 7""",1.70m,Right-Handed,Mar 22 1991,"Moscow, Russia",314788.0,Marta Sirotkina,115.0,2008-11-03 00:00:00,2016-02-22,RUS
"6' 1""",1.86m,Right-Handed,Jul 03 1989,"Tianjin, China",314492.0,Yingying Duan,60.0,2008-11-03 00:00:00,2021-03-29,CHN
"5' 8""",1.72m,Right-Handed,Sep 21 1990,"Piatra Neamt, Romania",315340.0,Veronica Popovici,824.0,2008-11-03 00:00:00,2008-11-03,ROU
"5' 3""",1.61m,Right-Handed,Jul 31 1991,"Siófok, Hungary",316606.0,Reka Luca Jani,104.0,2008-11-03 00:00:00,2025-06-02,HUN
"5' 4""",1.63m,Right-Handed,Jul 09 1993,"Zagreb, Croatia",316143.0,Silvia Njiric,370.0,2008-11-03 00:00:00,2021-10-11,CRO
,,Right-Handed,Jun 16 1992,"Moscow, Russia",315003.0,Marina Lushchina,915.0,2008-11-03 00:00:00,2008-11-03,RUS
,,,,,314075.0,Nicole Monteiro,921.0,2008-11-03 00:00:00,2008-11-03,NED
"5' 9""",1.74m,Right-Handed,Aug 14 1991,"Bangkok, Thailand",314450.0,Nicha Lertpitaksinchai,280.0,2008-11-03 00:00:00,2018-10-15,THA
"5' 9""",1.76m,Right-Handed,Jul 15 1994,"Celje, Slovenia",316405.0,Nastja Kolar,178.0,2008-11-03 00:00:00,2022-10-24,SLO
"5' 4""",1.63m,Right-Handed,Jan 21 1992,"Asunción, Paraguay",314793.0,Veronica Cepede Royg,73.0,2008-11-03 00:00:00,2022-10-31,PAR
,,Right-Handed,Aug 5 1990,"Albury, Australia",314947.0,Stephanie Wiltshire,868.0,2008-11-03 00:00:00,2008-11-03,AUS
,,,,,314724.0,Renee Binnie,876.0,2008-11-03 00:00:00,2008-11-03,AUS
,,,,,315273.0,Tereza Malikova,356.0,2008-11-03 00:00:00,2016-07-18,CZE
"5' 10""",1.77m,Right-Handed,Nov 25 1986,"Pabianice, Poland",311476.0,Patrycja Sanduska,349.0,2008-11-03 00:00:00,2013-06-17,POL
"5' 6""",1.68m,Right-Handed,Jan 24 1990,"Bojnice, Slovakia",315038.0,Zuzana Zlochova,263.0,2008-11-03 00:00:00,2023-08-21,SVK
"5' 8""",1.72m,Right-Handed,Apr 06 1992,"Brisbane, Australia",315650.0,Monika Wejnert,324.0,2008-12-08 00:00:00,2011-09-05,AUS
,,Right-Handed,Jan 5 1992,"Sochi, Russia",316291.0,Nanuli Pipiya,317.0,2009-08-10 00:00:00,2012-08-06,RUS
"5' 9""",1.75m,Right-Handed,Sep 04 1994,"Tashkent, Uzbekistan",316627.0,Sabina Sharipova,122.0,2009-08-24 00:00:00,2022-05-02,UZB
"5' 6""",1.68m,Right-Handed,May 02 1991,"Martigues, France",314016.0,Victoria Larriere,172.0,2009-08-24 00:00:00,2017-04-10,FRA
"5' 10""",1.78m,Right-Handed,Jul 29 1985,"Moscow, Russia",316953.0,Olga Boulytcheva,671.0,2009-08-24 00:00:00,2010-01-25,RUS
"5' 6""",1.68m,Right-Handed,Apr 16 1992,"Doetinchem, Netherlands",317263.0,Richel Hogenkamp,94.0,2009-08-24 00:00:00,2022-11-14,NED
"5' 8""",1.72m,Right-Handed,Jan 03 1992,"Katowice, Poland",314643.0,Sandra Zaniewska,142.0,2009-08-24 00:00:00,2017-04-10,POL
,,Left-Handed,Jul 3 1992,"Munich, Germany",314820.0,Sarah-Rebecca Sekulic,283.0,2009-08-24 00:00:00,2025-08-18,GER
,,,,,316479.0,Zuzana Linhova,437.0,2009-08-24 00:00:00,2011-12-19,CZE
,,,,,314294.0,Yevgeniya Kryvoruchko,599.0,2009-08-24 00:00:00,2012-08-06,UKR
,,,,,313229.0,Yi Yang,582.0,2009-08-24 00:00:00,2014-04-14,CHN
"5' 5""",1.64m,Right-Handed,Sep 03 1992,"Tokyo, Japan",315211.0,Sachie Ishizu,162.0,2009-08-24 00:00:00,2016-07-18,JPN
"6' 0""",1.82m,Right-Handed,Dec 18 1992,"Moscow, Russia",316984.0,Yana Koroleva,393.0,2010-01-25 00:00:00,2014-01-20,RUS
,,Right-Handed,Sep 21 1992,"Manheim, Germany",315323.0,Sina Haas,415.0,2010-01-25 00:00:00,2016-02-22,GER
"5' 10""",1.79m,Right-Handed,Oct 31 1994,"Belgrade, Serbia",317090.0,Tamara Curovic,394.0,2010-01-25 00:00:00,2024-02-26,SRB
"5' 7""",1.70m,Right-Handed,Apr 07 1994,"Melbourne, Australia",317086.0,Viktorija Rajicic,279.0,2010-04-05 00:00:00,2018-03-19,AUS
"5' 4""",1.63m,Right-Handed,Jun 27 1993,"Yalta, Ukraine",315366.0,Valentyna Ivakhnenko,167.0,2010-04-05 00:00:00,2022-10-24,RUS
"5' 9""",1.75m,Left-Handed,Sep 02 1992,"Biel, Switzerland",316252.0,Xenia Knoll,254.0,2010-04-26 00:00:00,2021-03-29,SUI
,,Right-Handed,Dec 12 1991,"Zlin, Czech Republic",315200.0,Martina Kubicikova,386.0,2010-04-26 00:00:00,2014-11-03,CZE
,,Right-Handed,Jul 11 1993,"Granada, Spain",315603.0,Pilar Dominguez-Lopez,578.0,2010-04-26 00:00:00,2014-01-20,ESP
"5' 5""",1.65m,Right-Handed,Nov 29 1992,"Melbourne, Australia",315931.0,Sophie Letcher,257.0,2010-07-05 00:00:00,2012-01-23,AUS
,,Right-Handed,Apr 3 1989,"Courtrai, Belgium",312484.0,Valerie Verhamme,521.0,2010-07-05 00:00:00,2012-02-13,BEL
,,Right-Handed,Apr 5 1992,"Nice, France",315659.0,Morgane Pons,602.0,2010-07-05 00:00:00,2013-10-07,FRA
,,Right-Handed,Oct 21 1989,"Kolkata, India",312935.0,Shivika Burman,685.0,2010-07-05 00:00:00,2016-02-22,IND
"5' 7""",1.70m,Right-Handed,Sep 27 1993,"San Juan, Puerto Rico",317755.0,Monica Puig,27.0,2010-07-05 00:00:00,2021-10-11,PUR
,,Right-Handed,Nov 19 1991,"Kasugai, Japan",316082.0,Miyabi Inoue,275.0,2010-07-05 00:00:00,2021-10-11,JPN
"5' 10""",1.78m,Right-Handed,Jul 1 1991,"Piešťany, Slovakia",316152.0,Zuzana Luknarova,260.0,2010-07-05 00:00:00,2016-02-22,SVK
,,,,,314627.0,Milana Spremo,393.0,2010-07-05 00:00:00,2018-03-19,SRB
"5' 7""",1.70m,Right-Handed,Dec 22 1992,"Bratislava, Slovakia",315597.0,Michaela Honcova,218.0,2010-07-05 00:00:00,2021-03-29,SVK
"5' 6""",1.68m,Right-Handed,Nov 03 1992,"Saratov, Russia",317877.0,Valeriya Solovyeva,163.0,2010-07-05 00:00:00,2018-12-31,RUS
"5' 11""",1.81m,Right-Handed,Mar 21 1992,"Minsk, Belarus",314960.0,Polina Pekhova,287.0,2010-12-20 00:00:00,2014-11-03,BLR
"5' 7""",1.70m,Right-Handed,Feb 16 1992,"Szeged, Hungary",314705.0,Zsofia Susanyi,605.0,2011-01-17 00:00:00,2011-12-19,HUN
,,Right-Handed,Sep 12 1993,"Quito, Ecuador",316803.0,Marie Elise Casares,587.0,2011-01-17 00:00:00,2011-09-05,ECU
,,Right-Handed,Feb 10 1993,"Sao Paulo, Brazil",316470.0,Nathaly Kurata,399.0,2011-01-17 00:00:00,2022-10-24,BRA
,,,,,314198.0,Xiao Zhou,533.0,2011-01-17 00:00:00,2014-04-14,CHN
,,Right-Handed,Mar 13 1990,,313885.0,Yue-Yue Hu,249.0,2011-01-17 00:00:00,2014-11-10,CHN
,,Right-Handed,Jan 08 1994,"Henan, China",317055.0,Ran Tian,297.0,2011-01-17 00:00:00,2017-08-28,CHN
"5' 8""",1.72m,Right-Handed,Sep 11 1991,"Porto Alegre, Brazil",316440.0,Monique Albuquerque,509.0,2011-01-17 00:00:00,2012-02-13,BRA
,,Right-Handed,Feb 27 1993,"Moscow, Russia",315470.0,Natela Dzalamidze,245.0,2011-02-21 00:00:00,2018-07-16,GEO
"5' 7""",1.70m,Right-Handed,Jun 11 1993,"Bucharest, Romania",316228.0,Raluca Elena Joitoiu,487.0,2011-02-21 00:00:00,2014-11-03,ROU
"5' 6""",1.68m,Right-Handed,Jul 17 1993,"Trnava, Slovakia",317585.0,Vivien Juhaszova,374.0,2011-02-21 00:00:00,2021-03-29,SVK
"5' 7""",1.70m,Right-Handed,Jun 26 1993,"La Moule, Guadeloupe, France",317876.0,Oceane Adam,677.0,2011-02-21 00:00:00,2014-03-24,FRA
,,,,,315114.0,Yuka Higuchi,396.0,2011-02-21 00:00:00,2016-10-10,JPN
,,Right-Handed,Jan 19 1993,"Yevpatoria, Ukraine",317146.0,Nadiia Kolb,605.0,2011-02-21 00:00:00,2025-08-18,UKR
,,Right-Handed,Nov 11 1992,"Buenos Aires, Argentina",315811.0,Sofia Luini,492.0,2011-02-21 00:00:00,2021-03-08,ARG
,,,,,315220.0,Monika Tumova,762.0,2011-02-21 00:00:00,2011-12-19,CZE
,,Right-Handed,Nov 27 1993,"Saint Petersburg, Russia",316839.0,Polina Vinogradova,198.0,2011-02-21 00:00:00,2017-04-10,RUS
"5' 9""",1.75m,Right-Handed,Jul 10 1994,"Rivne, Ukraine",316506.0,Sofiya Kovalets,243.0,2011-02-21 00:00:00,2018-03-19,UKR
,,Right-Handed,Mar 29 1995,"Kyiv, Ukraine",317148.0,Olga Ianchuk,213.0,2011-02-21 00:00:00,2021-03-29,UKR
"5' 7""",1.70m,Right-Handed,Dec 17 1993,"Lima, Peru",316528.0,Patricia Ku Flores,332.0,2011-02-21 00:00:00,2014-11-03,PER
,,Right-Handed,Jan 23 1993,"Luzern, Switzerland",317659.0,Samira Giger,747.0,2011-02-21 00:00:00,2014-01-20,SUI
"5' 8""",1.72m,Right-Handed,Nov 30 1994,"Lisbon, Portugal",318045.0,Sofia Araujo,946.0,2011-02-21 00:00:00,2011-02-21,POR
,,Right-Handed,Dec 08 1992,Hungary,316299.0,Vanda Lukacs,369.0,2011-02-21 00:00:00,2022-10-31,HUN
"5' 5""",1.65m,Right-Handed,Aug 01 1993,"Bà Rịa–Vũng Tàu, Vietnam",316101.0,"Trang Huynh ",950.0,2011-02-21 00:00:00,2011-12-19,VIE
,,Right-Handed,Oct 2 1993,"Galati, Romania",316184.0,Sabina Lupu,729.0,2011-02-21 00:00:00,2012-08-06,ROU
"5' 8""",1.72m,Right-Handed,Sep 21 1993,"San Diego, CA, USA",316614.0,Zoe Gwen Scandalis,720.0,2011-02-21 00:00:00,2021-03-08,USA
,,Right-Handed,Aug 28 1992,,314862.0,Ting-Fei Juan,457.0,2011-02-21 00:00:00,2013-10-14,TPE
,,Right-Handed,Jun 17 1986,,315060.0,Yuka Mori,700.0,2011-02-21 00:00:00,2013-10-07,JPN
"5' 2""",1.58m,Right-Handed,Aug 14 1995,"Karlovy Vary, Czech Republic",317847.0,Petra Rohanova,681.0,2011-02-21 00:00:00,2016-02-22,CZE
,,Left-Handed,Jul 06 1991,"Kiryat-Bialik, ISrael",315993.0,Ofri Lankri,547.0,2011-02-21 00:00:00,2016-02-22,ISR
"5' 6""",1.68m,Right-Handed,Jun 02 1993,"İzmir, Turkey",315313.0,Melis Sezer,336.0,2011-02-21 00:00:00,2021-03-29,TUR
,,Right-Handed,Nov 9 1989,,313038.0,Veronika Sepp,807.0,2011-02-21 00:00:00,2012-08-06,AUT
"5' 11""",1.80m,Right-Handed,Feb 25 1993,"Budapest, Hungary",317357.0,Vaszilisza Bulgakova,543.0,2011-02-21 00:00:00,2012-08-06,HUN
"5' 1""",1.56m,Right-Handed,Aug 25 1993,"Sapporo, Japan",317562.0,Yuki Ito,985.0,2011-02-21 00:00:00,2011-02-21,JPN
"5' 9""",1.75m,Right-Handed,Aug 09 1993,"Bengaluru, India",317588.0,Sharmada Balu,585.0,2011-02-21 00:00:00,2023-08-21,IND
"5' 8""",1.72m,Right-Handed,Dec 30 1994,"West Palm Beach, FL, USA",317850.0,Nicole Robinson,865.0,2011-02-21 00:00:00,2013-10-07,USA
,,,,,314939.0,Stephanie Theiler,949.0,2011-02-21 00:00:00,2011-12-19,SUI
"5' 4""",1.62m,Right-Handed,May 20 1992,"Kyoto, Japan",315544.0,Miharu Imanishi,187.0,2011-02-21 00:00:00,2022-10-31,JPN
,,Right-Handed,May 14 1993,"Vijayawada, India",316267.0,Rishika Sunkara,459.0,2011-02-21 00:00:00,2018-03-19,IND
"5' 2""",1.57m,Right-Handed,Feb 24 1993,"Los Angeles, CA, USA",316957.0,Sabrina Santamaria,384.0,2011-02-21 00:00:00,2019-09-16,USA
"5' 9""",1.75m,Right-Handed,Jul 8 1991,"Lincoln, England",314698.0,Samantha Vickers,943.0,2011-02-21 00:00:00,2011-12-19,GBR
,,Right-Handed,Aug 04 1992,"Vienna, Austria",317949.0,Yvonne Neuwirth,305.0,2011-02-21 00:00:00,2021-03-29,AUT
,,Right-Handed,Sep 12 1994,"Palermo, Italy",317378.0,Silvia Albano,977.0,2011-02-21 00:00:00,2011-02-21,ITA
,,,,,315824.0,Volha Kalodzitsa,978.0,2011-02-21 00:00:00,2011-02-21,BLR
"5' 10""",1.78m,Right-Handed,Nov 30 1995,"Miami, Florida",317901.0,Victoria Duval,87.0,2011-02-21 00:00:00,2023-08-21,USA
"5' 6""",1.68m,Right-Handed,Sep 12 1993,"Shenzhen, China",316484.0,Zi Yang,303.0,2011-02-21 00:00:00,2016-02-22,CHN
"5' 3""",1.60m,Left-Handed,Mar 07 1990,"Chita, Japan",314346.0,Yuuki Tanaka,308.0,2011-02-21 00:00:00,2022-05-02,JPN
,,Left-Handed,Jul 22 1994,"Wonju, South Korea",317058.0,So-Ra Lee,247.0,2011-02-21 00:00:00,2022-10-24,KOR
,,,,,315138.0,Nannan Zhang,817.0,2011-02-21 00:00:00,2012-08-06,CHN
,,,,,315491.0,Nicky Van Dyck,644.0,2011-02-21 00:00:00,2012-08-06,BEL
,,,,,316297.0,Zsofia Miko,823.0,2011-02-21 00:00:00,2011-12-19,HUN
,,Right-Handed,Apr 27 1992,"Minsk, Belarus",315978.0,Vladislava Kuzmenkova,769.0,2011-02-21 00:00:00,2011-02-21,BLR
"5' 9""",1.75m,Right-Handed,May 14 1995,"Kyiv, Ukraine",318055.0,Yuliya Lysa,467.0,2011-02-21 00:00:00,2018-10-15,UKR
,,Right-Handed,Jun 30 1990,"Prague, Czech Republic",315224.0,Petra Krejsova,221.0,2011-02-21 00:00:00,2018-10-15,CZE
"5' 8""",1.73m,Right-Handed,Aug 14 1984,"Ayr, United Kingdom",310503.0,Nicola Slater,672.0,2011-02-21 00:00:00,2013-06-17,GBR
,,Right-Handed,Jul 30 1994,"Madrid, Spain",317626.0,Silvia Garcia Jimenez,697.0,2011-02-21 00:00:00,2012-10-29,ESP
"5' 11""",1.81m,Right-Handed,Jul 29 1993,"Brno, Czech Republic",316713.0,Nicole Melichar-Martinez,405.0,2011-02-21 00:00:00,2021-03-29,USA
,,,,,316636.0,Nicola George,690.0,2011-02-21 00:00:00,2011-12-19,GBR
"5' 5""",1.65m,Right-Handed,Apr 29 1990,"Brampton, Ontario",316323.0,Sonja Molnar,504.0,2011-02-21 00:00:00,2016-02-22,CAN
,,Right-Handed,Sep 18 1994,,317423.0,Olga Saez Larra,231.0,2011-02-21 00:00:00,2022-05-23,ESP
,,Left-Handed,Dec 25 1991,"Woerden, Netherlands",315317.0,Quirine Lemoine,137.0,2011-02-21 00:00:00,2022-10-31,NED
,,,,,314141.0,Paulina Milosavljevic,884.0,2011-02-21 00:00:00,2011-12-19,SWE
,,Right-Handed,Mar 22 1993,"Moscow, Russia",317939.0,Mukhabbat Saidova,887.0,2011-02-21 00:00:00,2011-02-21,RUS
,,,,,315937.0,Sabrina Baumgarten,849.0,2011-02-21 00:00:00,2012-08-06,GER
,,Right-Handed,Mar 14 1994,"Sumy, Ukraine",316018.0,Polina Rodionova,729.0,2011-02-21 00:00:00,2012-08-06,RUS
,,,,,317015.0,Marina Kachar,490.0,2011-02-21 00:00:00,2017-04-10,SRB
,,Right-Handed,Sep 12 1992,"Minsk, Belarus",315755.0,Sviatlana Pirazhenka,371.0,2011-02-21 00:00:00,2021-03-29,BLR
,,Right-Handed,Sep 22 1996,"Kyiv, Ukraine",318637.0,Marianna Zakarlyuk,406.0,2011-02-21 00:00:00,2023-08-21,UKR
,,Right-Handed,May 14 1995,"Jakarta, Indonesia",318391.0,Voni Darlina,840.0,2011-02-21 00:00:00,2011-02-21,INA
,,Right-Handed,Mar 15 1992,"Rotterdam, Netherlands",317558.0,Sabine Van Der Sar,842.0,2011-02-21 00:00:00,2011-02-21,NED
,,Right-Handed,Apr 17 1992,,315601.0,Seung-Yeon Hong,536.0,2011-02-21 00:00:00,2018-03-19,KOR
,,Right-Handed,Aug 3 1994,"Balashikha, Russia",317373.0,Tamara Bizhukova,713.0,2011-02-21 00:00:00,2021-03-08,RUS
"5' 5""",1.65m,Left-Handed,Jul 6 1992,"Incheon, South Korea",315159.0,Na Lae Han,149.0,2011-08-22 00:00:00,2024-07-15,KOR
,,Right-Handed,Sep 12 1992,"New Delhi, India",315520.0,Prerna Bhambri,358.0,2011-08-22 00:00:00,2018-10-15,IND
,,,,,313705.0,Stephanie Scimone,620.0,2011-08-22 00:00:00,2012-08-06,ITA
,,Right-Handed,May 11 1996,"Zaporizhia, Ukraine",318121.0,Valeria Patiuk,640.0,2011-09-05 00:00:00,2016-02-22,ISR
,,,,,316191.0,Min Liu,713.0,2011-09-05 00:00:00,2025-08-18,CHN
,,Right-Handed,Aug 03 1995,"Tashkent, Uzbekistan",319029.0,Victoria Kan,151.0,2011-11-28 00:00:00,2025-08-18,RUS
"5' 9""",1.76m,Right-Handed,Feb 11 1995,"Beijing, China",317547.0,Zhaoxuan Yang,151.0,2011-11-28 00:00:00,2021-03-29,CHN
,,Right-Handed,Sep 14 1993,"Banska Bystrica, Slovakia",317806.0,Viktoria Malova,764.0,2011-11-28 00:00:00,2012-08-06,SVK
"5' 11""",1.80m,Right-Handed,Jan 31 1987,"Wollongong, Australia",319345.0,Stephanie Bengson,557.0,2011-11-28 00:00:00,2013-09-09,AUS
,,Right-Handed,Jul 29 1994,"Maribor, Slovenia",317564.0,Tjasa Srimpf,636.0,2011-11-28 00:00:00,2014-03-24,SLO
,,,,,315653.0,Xin Wen,322.0,2011-11-28 00:00:00,2014-04-14,CHN
"5' 10""",1.77m,Left-Handed,Dec 30 1993,"Minsk, Belarus",316721.0,Viktoryia Kisialeva,750.0,2011-11-28 00:00:00,2011-12-19,BLR
,,Right-Handed,Jan 31 1994,"Limassol, Cyprus",316823.0,Natasha Fourouclas,474.0,2011-11-28 00:00:00,2016-02-22,RSA
"5' 4""",1.63m,Right-Handed,Oct 25 1994,"Hakodate, Japan",318004.0,Riko Sawayanagi,178.0,2011-11-28 00:00:00,2024-02-26,JPN
,,Right-Handed,Apr 06 1993,"Ufa, Russia",317482.0,Polina Monova,160.0,2011-11-28 00:00:00,2021-03-29,RUS
"5' 6""",1.68m,Right-Handed,Jan 5 1995,"Vrsac, Serbia",318279.0,Saska Gavrilovska,624.0,2011-11-28 00:00:00,2012-08-06,SRB
"5' 8""",1.72m,Right-Handed,Feb 3 1993,"Los Angeles, CA, USA",315356.0,Noel Scott,828.0,2011-12-19 00:00:00,2011-12-19,USA
,,Right-Handed,Aug 24 1994,"Antananarivo, Madagascar",316788.0,Zarah Razafimahatratra,563.0,2011-12-19 00:00:00,2014-11-03,MAD
,,Right-Handed,Oct 9 1994,"Hyderabad, India",316940.0,Nidhi Chilumula,582.0,2011-12-19 00:00:00,2018-03-19,IND
,,Right-Handed,Jan 27 1991,,315104.0,Martina Pradova,821.0,2011-12-19 00:00:00,2021-03-08,CZE
,,,,,318527.0,Rachael Tredoux,635.0,2011-12-19 00:00:00,2013-09-09,AUS
,,Right-Handed,Oct 23 1993,,317591.0,Yanina Darishina,805.0,2011-12-19 00:00:00,2012-08-06,RUS
,,Right-Handed,Dec 21 1986,"Clermont-Ferrand, France",316656.0,Mathilde Cor,804.0,2011-12-19 00:00:00,2012-08-06,FRA
,,Left-Handed,Jul 4 1991,"Alost, Belgium",314535.0,Michaela Boev,579.0,2011-12-19 00:00:00,2018-03-19,BEL
,,Right-Handed,Apr 7 1989,"Cordoba, Argentina",314309.0,Ornella Caron,792.0,2011-12-19 00:00:00,2012-08-06,ARG
,,Right-Handed,Jul 16 1993,"Brescia, Italy",315969.0,Stefania Fadabini,1017.0,2011-12-19 00:00:00,2011-12-19,ITA
"5' 9""",1.75m,Right-Handed,Sep 17 1992,"Bratislava, Slovakia",317857.0,Martina Frantova,956.0,2011-12-19 00:00:00,2013-10-07,SVK
"5' 8""",1.72m,Right-Handed,May 13 1994,"Shymkent, Kazakhstan",317987.0,Zalina Khairudinova,687.0,2011-12-19 00:00:00,2013-06-17,KAZ
,,Right-Handed,Jul 4 1994,"Trento, Italy",317575.0,Sara Eccel,1031.0,2011-12-19 00:00:00,2011-12-19,ITA
,,Left-Handed,May 11 1993,"Vall d'Uixo, Spain",315902.0,Paula Mocete-Talamantes,877.0,2011-12-19 00:00:00,2012-08-06,ESP
,,Right-Handed,Jul 16 1994,"Como, Italy",316448.0,Sara Sussarello,968.0,2011-12-19 00:00:00,2012-08-06,ITA
,,,,,316556.0,Sonia Daggou,1036.0,2011-12-19 00:00:00,2011-12-19,TUN
"5' 8""",1.73m,Right-Handed,Dec 27 1993,"Oldenburg, Germany",318410.0,Vivian Heisen,328.0,2011-12-19 00:00:00,2022-10-24,GER
,,Right-Handed,Jul 31 1994,"Paris, France",316725.0,Sybille Gauvain,985.0,2011-12-19 00:00:00,2011-12-19,FRA
,,Right-Handed,Oct 16 1994,,317834.0,Pei-Chi Lee,389.0,2011-12-19 00:00:00,2025-08-18,TPE
,,Right-Handed,Dec 2 1993,"Tashkent, Uzbekistan",318579.0,Viktoriya Karmenova,994.0,2011-12-19 00:00:00,2011-12-19,UZB
"5' 5""",1.65m,Right-Handed,May 4 1995,"Tashkent, Uzbekistan",318697.0,Natella Nabieva,987.0,2011-12-19 00:00:00,2012-08-06,UZB
"5' 1""",1.57m,Right-Handed,Jun 20 1993,"Tunis, Tunisia",316559.0,Nour Abbes,1009.0,2011-12-19 00:00:00,2011-12-19,TUN
"5' 7""",1.70m,Right-Handed,Jan 12 1993,"Varennes, Canada",315765.0,Marianne Jodoin,990.0,2011-12-19 00:00:00,2012-08-06,CAN
,,Right-Handed,Dec 5 1992,"Rome, Italy",317784.0,Stefania Rachel Rubini,293.0,2011-12-19 00:00:00,2023-08-21,ITA
"5' 6""",1.68m,Right-Handed,Dec 5 1988,"Hackensack, NJ, USA",315330.0,Noelle Hickey,826.0,2011-12-19 00:00:00,2014-01-20,USA
"5' 5""",1.65m,Right-Handed,Jun 14 1991,"Pelotas, Brazil",316438.0,Raquel Piltcher,1051.0,2011-12-19 00:00:00,2011-12-19,BRA
,,,,,316960.0,Rona Lavian,1088.0,2011-12-19 00:00:00,2011-12-19,ISR
"5' 8""",1.72m,Right-Handed,Aug 8 1994,"Istanbul, Turkey",317173.0,Seda Arantekin,786.0,2011-12-19 00:00:00,2012-08-06,TUR
,,Left-Handed,Sep 07 1993,"Braga, Portugal",316058.0,Rita Vilaca,1104.0,2011-12-19 00:00:00,2011-12-19,POR
"5' 7""",1.70m,Right-Handed,Jul 01 1994,"Asunción, Paraguay",319854.0,Montserrat Gonzalez,150.0,2011-12-19 00:00:00,2021-03-29,PAR
,,Left-Handed,Oct 19 1995,"Budapest, Hungary",319812.0,Naomi Totka,363.0,2011-12-19 00:00:00,2018-10-15,HUN
,,Right-Handed,Apr 13 1995,"Grosseto, Italy",318457.0,Valeria Prosperi,448.0,2011-12-19 00:00:00,2016-02-22,ITA
,,,,,316765.0,Valeria Osadchenko,1104.0,2011-12-19 00:00:00,2011-12-19,SWE
,,Right-Handed,Feb 8 1995,"Parkland, FL, USA",318662.0,Sherry Li,973.0,2011-12-19 00:00:00,2012-08-06,USA
"5' 11""",1.80m,Right-Handed,Sep 17 1994,,317519.0,Stephanie Wagner,263.0,2011-12-19 00:00:00,2025-08-18,GER
,,Right-Handed,Apr 2 1993,"Nanjing, China",316280.0,Yang Pang,1056.0,2011-12-19 00:00:00,2011-12-19,CHN
,,Right-Handed,Jan 23 1997,"Cirey-sur-Vezouze, France",319135.0,Victoria Muntean,438.0,2011-12-19 00:00:00,2025-08-18,FRA
,,Right-Handed,Jun 15 1991,"Winchester, VA, USA",316365.0,Emily J. Harman,1060.0,2011-12-19 00:00:00,2011-12-19,USA
,,Right-Handed,Sep 16 1992,"Singapore, Singapore",318388.0,Stefanie Tan,439.0,2011-12-19 00:00:00,2018-07-16,SIN
,,,,,315768.0,Melina Ferrero,847.0,2011-12-19 00:00:00,2019-09-16,ARG
,,Right-Handed,Feb 26 1993,"Jundiai, Brazil",316672.0,Marina Danzini,1083.0,2011-12-19 00:00:00,2011-12-19,BRA
,,Right-Handed,Sep 9 1993,"Weyer, Austria",317485.0,Patricia Haas,1066.0,2011-12-19 00:00:00,2011-12-19,AUT
"5' 7""",1.70m,Right-Handed,Aug 13 1994,"Lima, Peru",316742.0,Ximena Siles Luna,1066.0,2011-12-19 00:00:00,2011-12-19,PER
,,Right-Handed,Jun 2 1993,"Brasilia, Brazil",316905.0,Paula Feitosa,828.0,2011-12-19 00:00:00,2012-08-06,BRA
,,,,,317305.0,Meng Ning Deng,983.0,2011-12-19 00:00:00,2011-12-19,CHN
,,Right-Handed,Mar 03 1995,"Villars-Bramard, Switzerland",319002.0,Tess Sugnaux,413.0,2011-12-19 00:00:00,2025-08-18,SUI
"5' 10""",1.78m,Right-Handed,Nov 02 1989,"Newnan, GA, U.S.",317241.0,Natalie Pluskota,484.0,2011-12-19 00:00:00,2014-11-03,USA
,,,,,312185.0,Misa Kinoshita,882.0,2011-12-19 00:00:00,2011-12-19,JPN
"5' 10""",1.77m,Right-Handed,Dec 7 1991,"Beverly, MA, USA",318251.0,Veronica  Corning,904.0,2011-12-19 00:00:00,2013-10-07,USA
